ev_id,stn_id,mag,stacked_qs,stacked_t_star,mean_qs,mean_t_star,stdev_qs,stdev_t_star,t7,t8,judge_result,ev_lat,ev_lon,ev_dep,stn_lat,stn_lon,azim,b_azim,ev_origin,ev_p_arrival,ev_s_arrival,outliers_removed,max_amp
15361_10_57_28.162,IL20,4.3,254.966,0.0688972,261.2400503,0.067676302,20.33109585,0.005600707,4.88281,19.9707,GOOD,-31.7034,-71.9695,25.075,-31.9176,-71.2153,108.593,288.198,57:28.2,57:40.6,57:50.8,YES,10.76885
15361_10_57_28.162,IL21,4.3,4221.9,0.00582927,2654.456817,0.009106051,2523.424199,0.007300574,4.6875,19.9707,BAD,-31.7034,-71.9695,25.075,-31.5548,-70.8388,81.5597,260.97,57:28.2,57:45.6,57:59.8,YES,8.313443
15361_10_57_28.162,IL17,4.3,236.086,0.0653217,243.7079488,0.06681863,49.39601765,0.018495192,2.00195,14.7461,BAD,-31.7034,-71.9695,25.075,-32.1264,-71.508,137.18,316.937,57:28.2,57:39.0,57:47.9,YES,10.06635
15361_15_11_47.820,IL07,4,1336.91,0.0361505,1360.821163,0.036394286,215.6653138,0.005709342,2.63672,19.9707,BAD,-32.4757,-69.8966,125,-30.9654,-71.6392,314.936,135.848,11:47.8,12:23.7,12:51.4,YES,5.181041
15361_15_11_47.820,IL09,4,2177.63,0.0250611,1965.191416,0.02847472,312.6598729,0.004532263,4.10156,19.6777,BAD,-32.4757,-69.8966,125,-30.0378,-70.6979,344.023,164.437,11:47.8,12:28.4,12:59.6,YES,7.403342
15361_15_11_47.820,IL11,4,662.285,0.0575225,713.8847548,0.054149037,89.25285937,0.006373738,4.29688,16.3086,GOOD,-32.4757,-69.8966,125,-31.608,-71.5259,301.582,122.443,11:47.8,12:17.7,12:39.4,YES,6.085681
15361_15_11_47.820,IL13,4,-4542.98,-0.0083994,260.8777147,0.000550986,5784.146582,0.026409375,14.9902,19.9707,BAD,-32.4757,-69.8966,125,-31.363,-71.25,313.59,134.302,11:47.8,12:17.0,12:38.7,YES,5.203465
15361_15_11_47.820,IL14,4,892.96,0.0288307,798.7638472,0.034017133,196.1104161,0.007627957,2.00195,19.9707,BAD,-32.4757,-69.8966,125,-32.4902,-70.5824,268.39,88.7564,11:47.8,12:07.8,12:22.5,YES,9.436562
15361_15_11_47.820,IL16,4,2726.93,0.0120859,2216.116122,0.019568633,1236.456503,0.009965809,5.27344,17.627,BAD,-32.4757,-69.8966,125,-32.384,-71.3626,273.827,94.6099,11:47.8,12:12.8,12:31.6,YES,6.544664
15361_15_11_47.820,IL18,4,578.505,0.0505932,626.4886085,0.073169357,395.0222727,0.059589633,11.1816,19.9707,BAD,-32.4757,-69.8966,125,-32.2462,-70.9094,284.677,105.217,11:47.8,12:09.5,12:26.2,YES,7.439053
15361_15_11_47.820,IL19,4,-3379.28,-0.0129728,307.0079068,0.035966851,1638.553666,0.038105852,5.61523,12.2559,BAD,-32.4757,-69.8966,125,-30.9506,-71.052,326.766,147.371,11:47.8,12:19.4,12:44.7,YES,6.402413
15361_15_11_47.820,IL20,4,5230.49,0.00642618,2990.670013,0.01118375,3099.27099,0.012300763,6.98242,17.8223,BAD,-32.4757,-69.8966,125,-31.9176,-71.2153,296.106,116.805,11:47.8,12:13.5,12:32.7,YES,7.7496
15361_15_11_47.820,IL21,4,2119.93,0.0158457,1017.364091,0.045457146,891.7146156,0.050586035,4.44336,19.9707,BAD,-32.4757,-69.8966,125,-31.5548,-70.8388,318.668,139.166,11:47.8,12:12.7,12:32.0,YES,5.962106
15361_15_11_47.820,IL17,4,242.557,0.149001,483.0789008,0.124630632,373.8004164,0.076082165,9.32617,13.3301,BAD,-32.4757,-69.8966,125,-32.1264,-71.508,283.885,104.742,11:47.8,12:14.9,12:35.6,YES,4.889081
15361_16_12_49.203,IL06,4,973.017,0.0434256,978.176041,0.043526328,87.21691527,0.003715236,4.39453,19.9707,GOOD,-31.8069,-71.8837,30.2875,-30.405,-70.5666,39.2924,218.615,12:49.2,13:20.3,13:44.6,YES,8.1525
15361_16_12_49.203,IL07,4,432.514,0.0489685,448.94,0.048336182,67.03,0.006476925,3.125,19.9707,GOOD,-31.8069,-71.8837,30.2875,-30.9654,-71.6392,14.0611,193.934,12:49.2,13:05.0,13:17.1,NO,7.20945
15361_16_12_49.203,IL08,4,183.889,0.142336,352.5580725,0.106206246,224.2459624,0.055400526,11.1328,15.1367,BAD,-31.8069,-71.8837,30.2875,-31.1513,-70.8285,54.3359,233.788,12:49.2,13:09.3,13:24.2,YES,8.860258
15361_16_12_49.203,IL09,4,1097.26,0.0416824,1290.459777,0.038883271,411.5303292,0.011383871,8.25195,19.9707,BAD,-31.8069,-71.8837,30.2875,-30.0378,-70.6979,30.326,209.72,12:49.2,13:24.6,13:50.6,YES,7.385231
15361_16_12_49.203,IL11,4,199.456,0.0523265,230.17,0.056791425,82.19,0.022960108,4.83398,15.332,BAD,-31.8069,-71.8837,30.2875,-31.608,-71.5259,57.0564,236.869,12:49.2,12:57.3,13:03.3,NO,9.287924
15361_16_12_49.203,IL13,4,382.074,0.0462934,-11.81256213,-0.002691741,1939.803555,0.033737139,13.3789,17.3828,BAD,-31.8069,-71.8837,30.2875,-31.363,-71.25,50.8719,230.542,12:49.2,13:02.3,13:12.4,YES,7.682263
15361_16_12_49.203,IL16,4,254.578,0.0707482,247.9994724,0.072769498,11.28755584,0.003180843,4.54102,19.9707,GOOD,-31.8069,-71.8837,30.2875,-32.384,-71.3626,142.59,322.314,12:49.2,13:02.8,13:13.1,YES,9.038305
15361_16_12_49.203,IL18,4,637.049,0.0349512,982.2941795,0.028742523,540.7963906,0.011864869,9.47266,19.9707,BAD,-31.8069,-71.8837,30.2875,-32.2462,-70.9094,118.149,297.635,12:49.2,13:06.3,13:19.0,YES,8.41831
15361_16_12_49.203,IL19,4,270.296,0.0975333,293.19,0.093802191,63.24,0.01632916,7.95898,12.793,BAD,-31.8069,-71.8837,30.2875,-30.9506,-71.052,40.0198,219.589,12:49.2,13:09.2,13:24.2,NO,9.141703
15361_16_12_49.203,IL17,4,-592.451,-0.0206032,18.88,0.048828632,446.94,0.062181257,2.34375,9.08203,BAD,-31.8069,-71.8837,30.2875,-32.1264,-71.508,135.042,314.844,12:49.2,12:58.4,13:05.4,NO,7.74789
15361_23_47_9.734,IL06,4.7,501.466,0.0752631,504.1255302,0.075695328,52.55907069,0.008013287,2.44141,19.9707,GOOD,-31.7577,-71.6111,36.2375,-30.405,-70.5666,33.8758,213.339,47:09.7,47:38.1,47:59.7,YES,12.01604
15361_23_47_9.734,IL07,4.7,276.426,0.0706339,270.5087487,0.072708245,23.10544365,0.006241157,2.97852,19.4824,GOOD,-31.7577,-71.6111,36.2375,-30.9654,-71.6392,358.25,178.265,47:09.7,47:24.6,47:35.7,YES,11.22292
15361_23_47_9.734,IL08,4.7,1897.64,0.0114114,1964.653381,0.01236416,618.9403822,0.004697894,3.22266,16.8457,BAD,-31.7577,-71.6111,36.2375,-31.1513,-70.8285,48.0936,227.687,47:09.7,47:26.5,47:38.8,YES,10.78346
15361_23_47_9.734,IL09,4.7,1117.34,0.0375176,1175.696774,0.03694838,224.4625779,0.006922898,4.6875,19.9707,BAD,-31.7577,-71.6111,36.2375,-30.0378,-70.6979,24.8347,204.368,47:09.7,47:41.4,48:05.4,YES,9.476895
15361_23_47_9.734,IL13,4.7,571.26,0.0228387,517.54,0.029911039,190.4,0.011352725,3.17383,16.6992,BAD,-31.7577,-71.6111,36.2375,-31.363,-71.25,38.1662,217.978,47:09.7,47:20.3,47:27.7,NO,11.20576
15361_23_47_9.734,IL14,4.7,862.972,0.0318008,858.8,0.034841731,238.21,0.007350064,4.00391,19.9707,BAD,-31.7577,-71.6111,36.2375,-32.4902,-70.5824,130.191,309.647,47:09.7,47:30.1,47:45.8,NO,12.97235
15361_23_47_9.734,IL16,4.7,179.876,0.0898913,177.5895639,0.091112723,4.713465284,0.002413519,3.90625,18.2617,GOOD,-31.7577,-71.6111,36.2375,-32.384,-71.3626,161.396,341.265,47:09.7,47:22.6,47:31.7,YES,13.51632
15361_23_47_9.734,IL18,4.7,367.072,0.0514521,365.1652061,0.051754779,9.353981096,0.001327113,4.29688,19.9707,GOOD,-31.7577,-71.6111,36.2375,-32.2462,-70.9094,129.432,309.062,47:09.7,47:24.3,47:35.0,YES,12.28898
15361_23_47_9.734,IL19,4.7,588.353,0.0371416,594.5701346,0.037410423,77.55377396,0.005150431,4.19922,19.9219,GOOD,-31.7577,-71.6111,36.2375,-30.9506,-71.052,30.8738,210.584,47:09.7,47:27.0,47:39.4,YES,10.26799
15361_23_47_9.734,IL20,4.7,171.319,0.0651874,172.42,0.064914271,8.12,0.002648708,4.29688,19.9707,GOOD,-31.7577,-71.6111,36.2375,-31.9176,-71.2153,115.439,295.231,47:09.7,47:18.3,47:24.7,NO,12.55603
15361_23_47_9.734,IL17,4.7,79.4425,0.132383,70.2,0.153789863,10.99,0.023407809,5.81055,19.3359,BAD,-31.7577,-71.6111,36.2375,-32.1264,-71.508,166.625,346.571,47:09.7,47:18.4,47:24.3,NO,13.21297
15361_3_37_24.991,IL07,4.3,320.253,0.0637777,336,0.061194915,28.02,0.004011734,2.63672,19.9707,GOOD,-31.6907,-71.9521,34.25,-30.9654,-71.6392,20.4072,200.245,37:25.0,37:39.7,37:51.5,NO,9.374106
15361_3_37_24.991,IL08,4.3,87.8847,0.28847,91.04839947,0.285718482,13.94282107,0.048622855,12.207,16.2109,BAD,-31.6907,-71.9521,34.25,-31.1513,-70.8285,61.0529,240.47,37:25.0,37:45.1,37:59.5,YES,9.823364
15361_3_37_24.991,IL11,4.3,215.868,0.0467317,217.9809342,0.047077975,28.18013902,0.006275468,6.64062,18.7012,GOOD,-31.6907,-71.9521,34.25,-31.608,-71.5259,77.3238,257.101,37:25.0,37:33.5,37:39.2,YES,9.321927
15361_3_37_24.991,IL14,4.3,1135.72,0.0291328,1039.784124,0.033899563,255.8098133,0.009217511,2.00195,19.9707,BAD,-31.6907,-71.9521,34.25,-32.4902,-70.5824,124.795,304.071,37:25.0,37:49.7,38:08.7,YES,12.85036
15361_3_37_24.991,IL16,4.3,245.419,0.0850685,250.5990027,0.08536778,40.99071631,0.012770863,6.10352,19.9707,BAD,-31.6907,-71.9521,34.25,-32.384,-71.3626,144.235,323.923,37:25.0,37:40.8,37:52.7,YES,10.14503
15361_3_37_24.991,IL18,4.3,462.789,0.0523785,459.0729035,0.053120251,36.80427043,0.003980718,4.00391,19.9707,GOOD,-31.6907,-71.9521,34.25,-32.2462,-70.9094,122.275,301.726,37:25.0,37:44.0,37:57.8,YES,10.43311
15361_3_37_24.991,IL19,4.3,245.847,0.100789,257.8447692,0.097981381,37.55398063,0.013126234,7.76367,16.0645,GOOD,-31.6907,-71.9521,34.25,-30.9506,-71.052,46.4684,226.003,37:25.0,37:44.6,37:58.7,YES,9.694617
15361_3_37_24.991,IL20,4.3,325.397,0.0502164,330.76,0.050150853,42.06,0.005282362,5.56641,19.9707,GOOD,-31.6907,-71.9521,34.25,-31.9176,-71.2153,110.024,289.638,37:25.0,37:37.6,37:46.9,NO,10.22537
15361_3_37_24.991,IL17,4.3,194.269,0.0730892,195.5525249,0.07448975,31.29501175,0.012074954,4.6875,13.7695,BAD,-31.6907,-71.9521,34.25,-32.1264,-71.508,139.112,318.878,37:25.0,37:36.4,37:44.4,YES,8.798657
15361_3_50_9.333,IL06,4.1,524.484,0.0795288,559.6326541,0.076660172,89.78211984,0.01343294,4.93164,16.1133,BAD,-31.6977,-71.9336,31.6625,-30.405,-70.5666,42.6683,221.967,50:09.3,50:39.7,51:03.6,YES,7.58498
15361_3_50_9.333,IL07,4.1,267.335,0.0736971,256.0294198,0.078154529,33.18593018,0.009393859,2.7832,19.9707,GOOD,-31.6977,-71.9336,31.6625,-30.9654,-71.6392,19.1187,198.966,50:09.3,50:23.6,50:34.9,YES,8.795823
15361_3_50_9.333,IL08,4.1,556.95,0.0462835,461.2704652,0.066132462,208.9953075,0.024254072,7.66602,14.209,BAD,-31.6977,-71.9336,31.6625,-31.1513,-70.8285,60.3211,239.748,50:09.3,50:29.7,50:44.4,YES,8.552747
15361_3_50_9.333,IL11,4.1,134.151,0.0744531,143.2783162,0.070570432,16.4923087,0.007539215,3.125,17.7246,GOOD,-31.6977,-71.9336,31.6625,-31.608,-71.5259,75.6753,255.462,50:09.3,50:17.4,50:23.1,YES,9.185464
15361_3_50_9.333,IL14,4.1,1134.26,0.0292147,1028.840574,0.034056996,233.6270104,0.00875102,2.00195,19.9707,BAD,-31.6977,-71.9336,31.6625,-32.4902,-70.5824,124.92,304.206,50:09.3,50:33.8,50:52.8,YES,12.85378
15361_3_50_9.333,IL16,4.1,223.494,0.0938087,247.3362468,0.085248164,18.4455808,0.006483601,2.00195,19.9707,BAD,-31.6977,-71.9336,31.6625,-32.384,-71.3626,144.822,324.521,50:09.3,50:24.8,50:36.8,YES,9.457019
15361_3_50_9.333,IL18,4.1,527.485,0.0459458,527.8674608,0.04643198,56.22382652,0.004930153,3.75977,19.9707,GOOD,-31.6977,-71.9336,31.6625,-32.2462,-70.9094,122.407,301.867,50:09.3,50:28.0,50:41.8,YES,9.642638
15361_3_50_9.333,IL19,4.1,292.269,0.0843404,292.73,0.085750967,40.46,0.009510168,7.51953,19.9707,GOOD,-31.6977,-71.9336,31.6625,-30.9506,-71.052,45.5976,225.142,50:09.3,50:28.6,50:42.6,NO,8.848086
15361_3_50_9.333,IL20,4.1,508.075,0.0306331,458.4577383,0.034422381,54.9839207,0.003987771,5.32227,19.9707,GOOD,-31.6977,-71.9336,31.6625,-31.9176,-71.2153,109.914,289.537,50:09.3,50:21.7,50:30.5,YES,9.447012
15361_3_50_9.333,IL21,4.1,948.977,0.0241348,902.0753823,0.027156364,240.6472191,0.007117746,4.00391,19.9707,BAD,-31.6977,-71.9336,31.6625,-31.5548,-70.8388,81.612,261.041,50:09.3,50:26.6,50:39.7,YES,7.485056
15361_3_50_9.333,IL17,4.1,114.497,0.123212,138.42,0.104747064,22.97,0.014607105,3.07617,9.57031,BAD,-31.6977,-71.9336,31.6625,-32.1264,-71.508,139.857,319.633,50:09.3,50:20.4,50:28.4,NO,8.265091
15362_19_12_20.671,IL06,4.1,421.025,0.0763703,470.33,0.06929452,55.48,0.006643021,4.54102,19.3359,GOOD,-31.2781,-71.8134,31.225,-30.405,-70.5666,51.2571,230.621,12:20.7,12:45.3,13:03.6,NO,8.852198
15362_19_12_20.671,IL08,4.1,260.276,0.0784471,267.6923161,0.077327212,30.11171287,0.009501259,8.00781,19.9707,GOOD,-31.2781,-71.8134,31.225,-31.1513,-70.8285,81.7358,261.228,12:20.7,12:36.6,12:48.2,YES,8.863152
15362_19_12_20.671,IL09,4.1,492.453,0.0730536,503.9055527,0.07245405,61.57388141,0.00881261,5.12695,19.8242,GOOD,-31.2781,-71.8134,31.225,-30.0378,-70.6979,38.1485,217.583,12:20.7,12:48.7,13:09.2,YES,8.805098
15362_19_12_20.671,IL14,4.1,1327.34,0.0291536,1204.503795,0.034062903,277.996083,0.009075733,2.00195,19.9707,BAD,-31.2781,-71.8134,31.225,-32.4902,-70.5824,139.41,318.763,12:20.7,12:48.4,13:10.8,YES,13.15843
15362_19_12_20.671,IL16,4.1,405.974,0.065096,422.27,0.063439854,50.33,0.006374602,3.90625,19.2383,GOOD,-31.2781,-71.8134,31.225,-32.384,-71.3626,160.927,340.691,12:20.7,12:41.8,12:56.7,NO,9.389325
15362_19_12_20.671,IL18,4.1,1044.35,0.0272109,1042.751652,0.028774725,256.0942611,0.006470793,4.73633,17.9199,BAD,-31.2781,-71.8134,31.225,-32.2462,-70.9094,141.652,321.178,12:20.7,12:42.6,12:58.8,YES,8.005898
15362_19_12_20.671,IL19,4.1,287.973,0.0637799,289.4,0.063899033,24.42,0.004249288,6.5918,18.2617,GOOD,-31.2781,-71.8134,31.225,-30.9506,-71.052,63.6319,243.24,12:20.7,12:34.3,12:44.8,NO,9.994998
15362_19_12_20.671,IL20,4.1,671.315,0.0288262,598.9901698,0.033207751,103.2126771,0.005339793,6.20117,19.9707,BAD,-31.2781,-71.8134,31.225,-31.9176,-71.2153,141.482,321.17,12:20.7,12:35.9,12:46.9,YES,8.785539
15362_19_12_20.671,IL17,4.1,208.74,0.100505,216.9606899,0.098751409,31.60722399,0.014459396,3.75977,9.66797,GOOD,-31.2781,-71.8134,31.225,-32.1264,-71.508,162.974,342.815,12:20.7,12:36.7,12:48.7,YES,8.026852
15362_7_25_36.854,IL06,4.8,680.09,0.0458605,610.2875279,0.052592787,107.9337734,0.008555234,2.05078,19.7266,BAD,-31.6347,-70.5524,99.275,-30.405,-70.5666,359.425,179.432,25:36.9,26:00.6,26:18.4,YES,9.373078
15362_7_25_36.854,IL07,4.8,510.986,0.0587918,520.84,0.05810995,45.38,0.004133336,3.07617,19.9707,GOOD,-31.6347,-70.5524,99.275,-30.9654,-71.6392,305.365,125.926,25:36.9,25:59.5,26:16.6,NO,10.59754
15362_7_25_36.854,IL08,4.8,332.315,0.0653554,336.9853224,0.064836844,25.58864449,0.005121757,9.66797,19.9707,GOOD,-31.6347,-70.5524,99.275,-31.1513,-70.8285,333.82,153.964,25:36.9,25:53.5,26:05.8,YES,11.58232
15362_7_25_36.854,IL09,4.8,557.101,0.0665405,558.6617727,0.067072428,58.58173866,0.006909932,4.44336,19.873,GOOD,-31.6347,-70.5524,99.275,-30.0378,-70.6979,355.467,175.541,25:36.9,26:04.4,26:25.7,YES,10.15902
15362_7_25_36.854,IL13,4.8,-136.642,-0.167771,-133.6466222,-0.174924833,19.64962858,0.023238629,14.9902,19.9707,BAD,-31.6347,-70.5524,99.275,-31.363,-71.25,294.265,114.628,25:36.9,25:54.0,26:07.1,YES,11.26624
15362_7_25_36.854,IL14,4.8,906.559,0.0289374,824.1153842,0.033792845,193.5265584,0.009066691,2.00195,19.9707,BAD,-31.6347,-70.5524,99.275,-32.4902,-70.5824,181.703,1.71926,25:36.9,25:56.2,26:11.2,YES,13.4519
15362_7_25_36.854,IL16,4.8,-6961.95,-0.00404182,-1522.392614,-0.004693206,3860.86746,0.01087534,6.44531,18.5059,BAD,-31.6347,-70.5524,99.275,-32.384,-71.3626,222.442,42.869,25:36.9,25:57.8,26:13.9,YES,10.13161
15362_7_25_36.854,IL18,4.8,456.657,0.0519726,465.1874031,0.051100344,18.38876728,0.002047059,6.88477,19.2383,GOOD,-31.6347,-70.5524,99.275,-32.2462,-70.9094,206.372,26.5603,25:36.9,25:53.8,26:07.5,YES,12.05574
15362_7_25_36.854,IL19,4.8,334.634,0.0732017,344.0505481,0.071712539,29.43200138,0.006027851,9.7168,19.9707,GOOD,-31.6347,-70.5524,99.275,-30.9506,-71.052,327.776,148.034,25:36.9,25:55.4,26:09.4,YES,11.16262
15362_7_25_36.854,IL20,4.8,18716.1,0.00123735,3816.909908,0.003172904,12967.83465,0.008369014,14.9902,19.1406,BAD,-31.6347,-70.5524,99.275,-31.9176,-71.2153,243.278,63.6254,25:36.9,25:53.5,26:06.8,YES,10.9639
15362_7_25_36.854,IL17,4.8,815.789,0.0328605,1037.707994,0.04362911,685.2777394,0.037745853,9.96094,19.9707,BAD,-31.6347,-70.5524,99.275,-32.1264,-71.508,238.657,59.1596,25:36.9,25:57.0,26:12.3,YES,9.080103
15364_16_12_45.365,IL06,4.1,392.599,0.0438287,336.0801425,0.057653429,120.8888098,0.01996529,8.1543,17.2363,BAD,-30.2949,-71.286,48.2625,-30.405,-70.5666,100.191,279.829,12:45.4,12:58.7,13:08.5,YES,10.877
15364_16_12_45.365,IL08,4.1,1057.72,0.0216058,956.78,0.027122583,300.76,0.008658161,10.5957,19.9707,BAD,-30.2949,-71.286,48.2625,-31.1513,-70.8285,155.344,335.112,12:45.4,13:02.8,13:15.8,NO,9.732629
15364_16_12_45.365,IL09,4.1,5684.08,0.0027403,-4221.287121,-0.00190466,6724.293323,0.03138006,5.41992,19.043,BAD,-30.2949,-71.286,48.2625,-30.0378,-70.6979,63.4326,243.139,12:45.4,12:57.5,13:06.4,YES,11.06801
15364_16_12_45.365,IL19,4.1,537.448,0.0332579,538.2066867,0.033536655,53.40039014,0.003303094,7.56836,19.9707,GOOD,-30.2949,-71.286,48.2625,-30.9506,-71.052,162.909,342.791,12:45.4,12:59.4,13:09.6,YES,10.30825
15364_16_12_45.365,IL20,4.1,203.41,0.175399,581.73,0.11560338,432.93,0.072665013,6.68945,10.6934,BAD,-30.2949,-71.286,48.2625,-31.9176,-71.2153,177.873,357.837,12:45.4,13:12.5,13:32.9,NO,8.78873
16001_19_0_35.812,IL06,4,461.955,0.0731956,532.32,0.064745575,75.36,0.007244583,5.17578,15.8691,GOOD,-31.4203,-71.7701,34.025,-30.405,-70.5666,45.9342,225.319,00:35.8,01:01.5,01:20.8,NO,7.88254
16001_19_0_35.812,IL08,4,104.926,0.196256,118.94,0.190313906,34.66,0.049587932,11.3281,15.332,BAD,-31.4203,-71.7701,34.025,-31.1513,-70.8285,71.8455,251.359,00:35.8,00:51.5,01:03.3,NO,9.046403
16001_19_0_35.812,IL09,4,579.268,0.0649598,639.31,0.06048606,104.05,0.008578638,7.12891,17.6758,BAD,-31.4203,-71.7701,34.025,-30.0378,-70.6979,34.0949,213.55,00:35.8,01:04.3,01:25.8,NO,8.085979
16001_19_0_35.812,IL14,4,1196.52,0.0291909,1086.631642,0.03404136,249.7550323,0.008907476,2.00195,19.9707,BAD,-31.4203,-71.7701,34.025,-32.4902,-70.5824,136.885,316.259,00:35.8,01:01.7,01:21.7,YES,13.11517
16001_19_0_35.812,IL16,4,453.786,0.0526048,437.86,0.055732183,65.94,0.006668191,3.85742,18.457,BAD,-31.4203,-71.7701,34.025,-32.384,-71.3626,160.266,340.052,00:35.8,00:54.2,01:07.8,NO,8.221997
16001_19_0_35.812,IL18,4,317.404,0.0797259,401.1102609,0.068856975,111.0026493,0.02156722,14.6973,19.9707,BAD,-31.4203,-71.7701,34.025,-32.2462,-70.9094,138.563,318.111,00:35.8,00:55.6,01:10.0,YES,7.845432
16001_19_0_35.812,IL19,4,-439.213,-0.0423324,286.2680587,0.007326494,630.1219996,0.042255872,3.41797,12.1582,BAD,-31.4203,-71.7701,34.025,-30.9506,-71.052,52.9212,232.551,00:35.8,00:50.5,01:01.1,YES,8.993389
16001_19_0_35.812,IL20,4,562.089,0.0290075,563.7554395,0.029225016,57.37061421,0.003005256,6.44531,19.9707,GOOD,-31.4203,-71.7701,34.025,-31.9176,-71.2153,136.49,316.2,00:35.8,00:49.2,00:58.4,YES,9.456283
16001_19_0_35.812,IL17,4,269.276,0.0656506,278.4179107,0.064203514,29.15575359,0.006860725,2.00195,19.9707,GOOD,-31.4203,-71.7701,34.025,-32.1264,-71.508,162.474,342.337,00:35.8,00:49.7,00:59.7,YES,7.774468
16001_1_1_18.173,IL06,4,1880.95,0.0113669,1625.80816,0.014842513,643.8355097,0.004607987,8.74023,19.9707,BAD,-30.8702,-71.3999,50.1375,-30.405,-70.5666,57.3638,236.941,01:18.2,01:34.7,01:46.8,YES,9.2865
16001_1_1_18.173,IL08,4,170.682,0.0901739,161.5204118,0.096388641,17.52128604,0.010230572,11.5723,16.6992,GOOD,-30.8702,-71.3999,50.1375,-31.1513,-70.8285,119.883,299.59,01:18.2,01:30.7,01:39.4,YES,10.44514
16001_1_1_18.173,IL09,4,789.723,0.0306601,784.5076947,0.033108552,221.044669,0.008263415,10.1562,19.9707,BAD,-30.8702,-71.3999,50.1375,-30.0378,-70.6979,36.3269,215.973,01:18.2,01:37.3,01:51.0,YES,10.60666
16001_1_1_18.173,IL14,4,1381.97,0.0292591,1259.462484,0.034019786,288.760931,0.009030723,2.00195,19.9707,BAD,-30.8702,-71.3999,50.1375,-32.4902,-70.5824,156.871,336.443,01:18.2,01:47.7,02:11.0,YES,13.36425
16001_1_1_18.173,IL18,4,455.37,0.070271,538.0542216,0.065408815,158.097978,0.020917309,7.32422,11.3281,BAD,-30.8702,-71.3999,50.1375,-32.2462,-70.9094,163.153,342.898,01:18.2,01:43.5,02:01.6,YES,8.162878
16001_1_1_18.173,IL19,4,298.43,0.0405937,319.0553722,0.038211328,25.19492529,0.003080785,10.9375,19.9707,GOOD,-30.8702,-71.3999,50.1375,-30.9506,-71.052,105.089,284.911,01:18.2,01:27.5,01:34.4,YES,10.98873
16001_1_1_18.173,IL20,4,377.13,0.0652411,304.3852945,0.114518544,131.1798279,0.082689944,4.63867,19.9707,BAD,-30.8702,-71.3999,50.1375,-31.9176,-71.2153,171.454,351.358,01:18.2,01:37.8,01:51.7,YES,8.295463
16001_1_1_18.173,IL17,4,187.503,0.154215,247.4526888,0.125272538,63.11147946,0.035121389,6.15234,10.1562,BAD,-30.8702,-71.3999,50.1375,-32.1264,-71.508,184.191,4.2476,01:18.2,01:40.0,01:56.5,YES,6.576371
16001_5_46_19.099,IL06,4.5,303.043,0.0793203,298.07,0.081286289,25.74,0.005954392,5.27344,17.8711,GOOD,-30.9533,-71.5882,35.2625,-30.405,-70.5666,58.4202,237.902,46:19.1,46:38.2,46:51.8,NO,12.17487
16001_5_46_19.099,IL08,4.5,257.511,0.06264,257.5,0.062811285,13.32,0.002638296,11.3281,19.9707,GOOD,-30.9533,-71.5882,35.2625,-31.1513,-70.8285,107.039,286.649,46:19.1,46:32.5,46:41.6,NO,11.2048
16001_5_46_19.099,IL09,4.5,413.171,0.0662634,454.2551748,0.061126959,54.02123934,0.007282424,6.68945,19.9707,GOOD,-30.9533,-71.5882,35.2625,-30.0378,-70.6979,40.324,219.874,46:19.1,46:40.2,46:55.8,YES,10.44221
16001_5_46_19.099,IL14,4.5,1400.96,0.0292568,1283.500647,0.03392631,311.6014127,0.008890108,2.00195,19.9707,BAD,-30.9533,-71.5882,35.2625,-32.4902,-70.5824,151.039,330.513,46:19.1,46:49.4,47:12.9,YES,13.31065
16001_5_46_19.099,IL16,4.5,428.915,0.0765517,415.36,0.086996555,108.88,0.023549415,5.32227,16.1133,BAD,-30.9533,-71.5882,35.2625,-32.384,-71.3626,172.377,352.26,46:19.1,46:44.2,47:03.0,NO,9.49771
16001_5_46_19.099,IL18,4.5,365.122,0.0875571,611.4131257,0.060702313,210.8805404,0.029415185,8.1543,12.1582,BAD,-30.9533,-71.5882,35.2625,-32.2462,-70.9094,155.979,335.625,46:19.1,46:44.6,47:02.7,YES,9.436499
16001_5_46_19.099,IL19,4.5,211.139,0.0548359,164.65,0.13333945,97.58,0.104447149,8.74023,16.6504,BAD,-30.9533,-71.5882,35.2625,-30.9506,-71.052,89.7976,269.523,46:19.1,46:29.2,46:35.6,NO,11.64405
16001_5_46_19.099,IL20,4.5,265.513,0.0888402,251.19,0.09654443,38.69,0.014217279,6.88477,17.6758,BAD,-30.9533,-71.5882,35.2625,-31.9176,-71.2153,161.756,341.563,46:19.1,46:37.3,46:50.7,NO,10.91326
16001_5_46_19.099,IL17,4.5,337.803,0.0794334,365.65,0.074298054,40.04,0.006913426,2.7832,12.8418,GOOD,-30.9533,-71.5882,35.2625,-32.1264,-71.508,176.673,356.631,46:19.1,46:39.9,46:55.2,NO,8.784469
16001_6_3_31.824,IL06,4.5,267.499,0.118651,908.0367316,0.058701982,549.638382,0.05143373,2.58789,6.5918,BAD,-31.5504,-71.4561,49.8625,-30.405,-70.5666,34.0153,213.56,03:31.8,03:56.2,04:14.3,YES,9.675436
16001_6_3_31.824,IL08,4.5,479.966,0.0352848,35.14431551,0.015667959,705.2660289,0.038362932,8.1543,19.9707,BAD,-31.5504,-71.4561,49.8625,-31.1513,-70.8285,53.6239,233.299,03:31.8,03:45.6,03:55.2,YES,10.48163
