ev_id,stn_id,mag,stacked_qs,stacked_t_star,mean_qs,mean_t_star,stdev_qs,stdev_t_star,t7,t8,judge_result,ev_lat,ev_lon,ev_dep,stn_lat,stn_lon,azim,b_azim,ev_origin,ev_p_arrival,ev_s_arrival,outliers_removed,max_amp
15311_22_23_55.193,IL06,4.2,428.194,0.0847529,428.3473237,0.08576376,47.53166398,0.009445714,2.73438,17.0898,GOOD,-31.4511,-71.9184,32.6,-30.405,-70.5666,48.4342,227.743,23:55.2,24:22.9,24:43.6,YES,10.37848
15311_22_23_55.193,IL09,4.2,624.18,0.0654225,634.81,0.064732157,51.45,0.004313476,2.58789,19.2871,GOOD,-31.4511,-71.9184,32.6,-30.0378,-70.6979,37.0305,216.41,23:55.2,24:25.3,24:48.7,NO,10.07413
15311_23_56_21.445,IL04,4.3,458.595,0.0284564,460.99,0.02847679,34.57,0.001840011,4.15039,19.4824,GOOD,-30.7302,-71.3718,53.45,-30.6997,-70.9223,85.6318,265.403,56:21.4,56:32.1,56:39.5,NO,13.45258
15311_23_56_21.445,IL06,4.3,791.275,0.0244616,745.96,0.031043548,293.23,0.011913666,8.30078,16.8457,BAD,-30.7302,-71.3718,53.45,-30.405,-70.5666,65.1898,244.782,56:21.4,56:36.9,56:47.8,NO,12.45859
15311_23_56_21.445,IL09,4.3,302.36,0.0708908,310.695775,0.077638667,87.38982589,0.033515973,11.5723,18.7012,BAD,-30.7302,-71.3718,53.45,-30.0378,-70.6979,40.329,219.99,56:21.4,56:38.5,56:50.6,YES,12.2384
15312_21_34_2.261,IL06,4,872.162,0.0490566,869.5236241,0.049503791,68.01523472,0.003828479,4.63867,19.9707,GOOD,-31.8302,-71.9516,32.95,-30.405,-70.5666,40.2564,219.544,34:02.3,34:34.6,34:59.0,YES,8.00903
15312_21_34_2.261,IL11,4,381.45,0.0279564,338.6091737,0.032691322,66.95709232,0.006222778,2.00195,19.9707,BAD,-31.8302,-71.9516,32.95,-31.608,-71.5259,58.6974,238.475,34:02.3,34:11.3,34:17.2,YES,12.73419
15313_15_43_8.523,IL09,4.1,1113.9,0.0450487,1121.049866,0.0456292,156.161264,0.006311584,2.00195,19.5801,GOOD,-31.7953,-72.0525,21.9375,-30.0378,-70.6979,33.9519,213.259,43:08.5,43:44.8,44:13.7,YES,8.098489
15313_15_43_8.523,IL11,4.1,117.337,0.112246,119.99,0.112033062,17.23,0.01385163,4.83398,19.9707,GOOD,-31.7953,-72.0525,21.9375,-31.608,-71.5259,67.5394,247.264,43:08.5,43:17.8,43:25.4,NO,11.03632
15313_5_50_27.891,IL04,4.1,290.418,0.0554826,279.1199575,0.058043248,20.93318803,0.004216204,2.68555,19.9707,GOOD,-30.2779,-71.3658,54.7,-30.6997,-70.9223,137.79,317.566,50:27.9,50:40.3,50:49.5,YES,11.54636
15313_5_50_27.891,IL06,4.1,386.851,0.0473914,403.59,0.046812177,65.97,0.006863709,8.25195,19.9707,BAD,-30.2779,-71.3658,54.7,-30.405,-70.5666,100.596,280.194,50:27.9,50:42.7,50:53.1,NO,11.29724
15313_5_50_27.891,IL09,4.1,423.831,0.041271,517.73,0.036669176,162.71,0.008265435,3.61328,19.9707,BAD,-30.2779,-71.3658,54.7,-30.0378,-70.6979,67.6899,247.356,50:27.9,50:41.3,50:51.2,NO,11.00642
15313_5_50_27.891,IL11,4.1,394.781,0.081556,383.59,0.085412718,51.9,0.009062524,4.15039,19.9707,GOOD,-30.2779,-71.3658,54.7,-31.608,-71.5259,185.884,5.96558,50:27.9,50:51.4,51:09.9,NO,9.810932
15313_5_50_27.891,IL01,4.1,267.001,0.0374908,268.7142188,0.037467327,20.3714691,0.002859938,4.00391,19.9707,GOOD,-30.2779,-71.3658,54.7,-31.2569,-71.5899,191.123,11.2374,50:27.9,50:36.5,50:42.1,YES,11.67293
15314_12_58_37.809,IL04,4.7,801.634,0.0178445,917.0277049,0.014952635,445.5298654,0.012936727,3.27148,18.5547,BAD,-30.845,-71.3689,51.7625,-30.6997,-70.9223,69.4742,249.247,58:37.8,58:48.3,58:56.5,YES,13.39216
15314_12_58_37.809,IL06,4.7,704.588,0.0307793,722.5573862,0.030825978,124.4535689,0.004764962,2.53906,19.9707,BAD,-30.845,-71.3689,51.7625,-30.405,-70.5666,57.8252,237.419,58:37.8,58:53.5,59:06.0,YES,12.07713
15314_12_58_37.809,IL09,4.7,2095.85,0.0114179,2083.596519,0.012193373,535.9554631,0.002873215,2.63672,17.8711,BAD,-30.845,-71.3689,51.7625,-30.0378,-70.6979,35.9315,215.593,58:37.8,58:56.2,59:09.8,YES,11.82055
15314_12_58_37.809,IL11,4.7,177.767,0.105561,179.2671885,0.106468251,23.76919804,0.013732882,3.32031,18.75,GOOD,-30.845,-71.3689,51.7625,-31.608,-71.5259,189.99,10.0709,58:37.8,58:52.9,59:03.5,YES,12.39168
15314_12_58_37.809,IL01,4.7,-405.489,-0.0396393,13.00978611,-0.030626103,864.3213543,0.038939952,14.9902,19.9707,BAD,-30.845,-71.3689,51.7625,-31.2569,-71.5899,204.735,24.848,58:37.8,58:50.6,58:59.7,YES,12.56863
15314_19_38_22.858,IL04,4.2,2085.81,0.00652932,2980.185005,0.006739773,1898.384276,0.004124832,3.32031,19.9707,BAD,-30.8551,-71.3936,50.85,-30.6997,-70.9223,69.219,248.979,38:22.9,38:33.8,38:41.5,YES,12.56313
15314_19_38_22.858,IL06,4.2,665.967,0.0311394,769.7127675,0.028150664,174.7112308,0.005666885,2.53906,17.1387,BAD,-30.8551,-71.3936,50.85,-30.405,-70.5666,58.0246,237.605,38:22.9,38:39.5,38:51.3,YES,11.13102
15314_19_38_22.858,IL09,4.2,376.41,0.0629676,421.5647033,0.060030637,98.99222591,0.017010762,10.9375,19.1406,BAD,-30.8551,-71.3936,50.85,-30.0378,-70.6979,36.5816,216.231,38:22.9,38:41.3,38:54.8,YES,10.50983
15314_19_38_22.858,IL11,4.2,224.289,0.0860045,230.7453199,0.086500589,45.23109125,0.015104549,4.39453,18.8965,BAD,-30.8551,-71.3936,50.85,-31.608,-71.5259,188.556,8.62389,38:22.9,38:37.6,38:48.6,YES,10.70619
15314_19_38_22.858,IL01,4.2,-1677.62,-0.00971583,-49.75590355,-0.009942719,1335.517053,0.019044281,14.9902,19.9707,BAD,-30.8551,-71.3936,50.85,-31.2569,-71.5899,202.761,22.8615,38:22.9,38:35.7,38:45.0,YES,10.67593
15314_23_28_18.192,IL06,4,314.922,0.0894921,342.2700378,0.084958905,60.57804959,0.015070332,8.44727,17.9688,BAD,-30.4461,-71.9678,33.65,-30.405,-70.5666,88.4185,267.712,28:18.2,28:39.9,28:56.0,YES,9.286563
15314_23_28_18.192,IL09,4,415.826,0.0643749,417.8370551,0.066277701,79.09495067,0.011985568,7.03125,19.9707,BAD,-30.4461,-71.9678,33.65,-30.0378,-70.6979,69.9991,249.363,28:18.2,28:39.3,28:54.5,YES,8.729532
15314_23_28_18.192,IL11,4,302.475,0.0912631,309.1685838,0.092535246,60.82544962,0.016823965,4.39453,19.9707,BAD,-30.4461,-71.9678,33.65,-31.608,-71.5259,161.978,341.751,28:18.2,28:39.8,28:55.5,YES,8.984113
15315_21_11_42.890,IL04,4.1,791.59,0.0226129,693.2898539,0.027914306,217.9655604,0.007014795,3.85742,15.918,BAD,-31.0025,-71.7547,36.5875,-30.6997,-70.9223,67.3524,246.928,11:42.9,11:57.8,12:07.9,YES,11.11493
15315_21_11_42.890,IL06,4.1,334.711,0.0825408,371.88,0.076091625,60.16,0.009730712,8.54492,19.9707,BAD,-31.0025,-71.7547,36.5875,-30.405,-70.5666,60.1043,239.501,11:42.9,12:04.2,12:20.0,NO,10.8462
15315_21_11_42.890,IL09,4.1,477.715,0.0642246,486.3061342,0.075245935,227.6955652,0.027353345,7.4707,18.6035,BAD,-31.0025,-71.7547,36.5875,-30.0378,-70.6979,43.7498,223.216,11:42.9,12:06.2,12:23.7,YES,9.837415
15315_21_11_42.890,IL01,4.1,323.02,0.0587904,322.2408692,0.059053294,14.61043553,0.00266628,2.63672,19.9707,GOOD,-31.0025,-71.7547,36.5875,-31.2569,-71.5899,150.904,330.819,11:42.9,11:57.5,12:08.3,YES,10.10103
15315_7_59_31.954,IL04,4.6,389.058,0.0723668,322.59,0.111302026,124.67,0.057070915,4.00391,19.9707,BAD,-31.7691,-71.5407,40.9625,-30.6997,-70.9223,26.5837,206.265,59:32.0,59:53.5,00:09.5,NO,12.45782
15315_7_59_31.954,IL06,4.6,295.967,0.125618,359.81,0.124469496,144.23,0.049106859,2.53906,8.1543,BAD,-31.7691,-71.5407,40.9625,-30.405,-70.5666,31.8243,211.324,59:32.0,59:59.7,00:21.0,NO,11.50714
15315_7_59_31.954,IL11,4.6,-125.995,-0.067922,491.3262767,0.017557975,45.20306252,0.001528833,14.9902,19.6289,BAD,-31.7691,-71.5407,40.9625,-31.608,-71.5259,4.48365,184.476,59:32.0,59:39.3,59:44.1,YES,13.99213
15316_3_31_44.502,IL04,4.3,360.846,0.0587331,365.1154358,0.067420831,122.3391488,0.032100815,9.96094,17.2852,BAD,-30.6649,-71.9486,27.7,-30.6997,-70.9223,92.5102,271.989,31:44.5,32:00.7,32:12.8,YES,9.350809
15316_3_31_44.502,IL06,4.3,332.788,0.0878275,347.8509359,0.086152457,54.66503299,0.013847489,8.20312,19.9707,BAD,-30.6649,-71.9486,27.7,-30.405,-70.5666,78.0965,257.398,31:44.5,32:06.4,32:23.1,YES,9.167322
15316_3_31_44.502,IL09,4.3,395.545,0.0779385,428.3407359,0.072379728,31.2298234,0.00562641,7.42188,19.9707,BAD,-30.6649,-71.9486,27.7,-30.0378,-70.6979,60.2826,239.654,31:44.5,32:06.7,32:24.5,YES,8.761715
15316_3_31_44.502,IL01,4.3,309.4,0.0408361,322.3461623,0.041977392,94.32361421,0.009729845,3.71094,19.9707,BAD,-30.6649,-71.9486,27.7,-31.2569,-71.5899,152.515,332.332,31:44.5,31:55.5,32:02.6,YES,9.394231
15317_3_27_3.527,IL04,4,338.03,0.0805687,343.19,0.080256999,37.57,0.007133787,3.125,19.9707,GOOD,-30.0938,-72.1358,34.9625,-30.6997,-70.9223,120.245,299.634,27:03.5,27:25.6,27:41.0,NO,9.952712
15317_3_27_3.527,IL06,4,509.333,0.0634515,509.5453497,0.063874118,43.75063413,0.005252301,2.63672,19.3848,GOOD,-30.0938,-72.1358,34.9625,-30.405,-70.5666,103.261,282.475,27:03.5,27:28.2,27:46.6,YES,8.70385
15317_3_27_3.527,IL09,4,556.09,0.0515619,513.6122,0.056719738,62.6685329,0.007370229,3.66211,19.9707,GOOD,-30.0938,-72.1358,34.9625,-30.0378,-70.6979,87.7925,267.076,27:03.5,27:25.8,27:42.1,YES,8.479361
15319_5_18_29.718,IL04,4.1,-159.639,-0.0850772,-156.5756565,-0.087949128,18.35287516,0.010454911,14.9902,18.9941,BAD,-30.7248,-71.3869,53.4375,-30.6997,-70.9223,86.5333,266.297,18:29.7,18:40.3,18:48.0,YES,12.78661
15319_5_18_29.718,IL06,4.1,171555,0.00011367,2.386520107,0.015450503,1685.512425,0.033713166,8.93555,19.9707,BAD,-30.7248,-71.3869,53.4375,-30.405,-70.5666,65.9531,245.538,18:29.7,18:45.4,18:56.4,YES,10.65538
15319_5_18_29.718,IL09,4.1,405.124,0.0533854,396.84,0.055967771,63.25,0.007532905,10.4004,18.75,BAD,-30.7248,-71.3869,53.4375,-30.0378,-70.6979,41.1764,220.83,18:29.7,18:46.9,18:59.2,NO,11.77344
15319_5_18_29.718,IL11,4.1,434.44,0.0479423,450.8729315,0.047721418,80.97275819,0.008708207,4.78516,19.9707,BAD,-30.7248,-71.3869,53.4375,-31.608,-71.5259,187.674,7.74547,18:29.7,18:46.5,18:58.3,YES,9.287735
15319_5_18_29.718,IL01,4.1,-165.888,-0.087466,-158.6494111,-0.092252122,15.1692382,0.008381549,14.9902,19.9707,BAD,-30.7248,-71.3869,53.4375,-31.2569,-71.5899,198.142,18.246,18:29.7,18:41.0,18:49.2,YES,12.26529
15320_15_15_31.834,IL04,4.7,521.108,0.0643016,557.127619,0.062195466,98.35677294,0.012080044,2.00195,13.5254,BAD,-31.8435,-71.9171,33.5,-30.6997,-70.9223,37.021,216.507,15:31.8,15:57.0,16:16.1,YES,10.90799
15320_15_15_31.834,IL08,4.7,231.245,0.115906,267.6170327,0.101853666,36.27300308,0.012687604,8.64258,13.916,BAD,-31.8435,-71.9171,33.5,-31.1513,-70.8285,53.706,233.14,15:31.8,15:52.7,16:07.9,YES,10.3946
15320_15_15_31.834,IL09,4.7,857.783,0.0565388,865.5901632,0.058339901,182.0250311,0.011249068,4.10156,19.043,BAD,-31.8435,-71.9171,33.5,-30.0378,-70.6979,30.5121,209.888,15:31.8,16:05.7,16:33.8,YES,8.730058
15320_15_15_31.834,IL11,4.7,92.6855,0.120637,87.65,0.131650254,15.11,0.020864112,4.73633,17.2852,BAD,-31.8435,-71.9171,33.5,-31.608,-71.5259,54.9405,234.736,15:31.8,15:40.4,15:46.8,NO,11.92093
15320_1_57_10.311,IL04,4.5,619.707,0.0385703,695.2502765,0.036559862,171.1209147,0.009552703,2.00195,19.9707,BAD,-31.6007,-71.4415,46.3,-30.6997,-70.9223,26.496,206.229,57:10.3,57:28.9,57:42.5,YES,11.01834
15320_1_57_10.311,IL06,4.5,988.304,0.0329882,152.2702026,0.021247887,1447.025629,0.024633452,2.58789,14.6484,BAD,-31.6007,-71.4415,46.3,-30.405,-70.5666,32.4451,211.997,57:10.3,57:35.1,57:53.7,YES,10.75427
15320_1_57_10.311,IL08,4.5,3552.71,0.00485662,537.9149421,0.023302663,2492.754418,0.043692645,10.6934,19.9707,BAD,-31.6007,-71.4415,46.3,-31.1513,-70.8285,49.6423,229.325,57:10.3,57:24.6,57:34.4,YES,10.69096
15320_1_57_10.311,IL09,4.5,1494.47,0.0263199,1535.357316,0.026674164,320.8657945,0.005166304,7.42188,19.9707,BAD,-31.6007,-71.4415,46.3,-30.0378,-70.6979,22.512,202.133,57:10.3,57:38.3,58:01.0,YES,10.01542
15320_1_57_10.311,IL11,4.5,139.233,0.0710907,158.2679966,0.068100969,53.60432282,0.01750291,2.68555,6.68945,BAD,-31.6007,-71.4415,46.3,-31.608,-71.5259,264.269,84.313,57:10.3,57:17.2,57:22.9,YES,12.2168
15320_1_57_10.311,IL01,4.5,1129.83,0.0290238,1161.260739,0.028762188,164.3208877,0.003753449,2.58789,19.9707,GOOD,-31.6007,-71.4415,46.3,-31.2569,-71.5899,339.652,159.729,57:10.3,57:34.2,57:53.1,YES,9.867529
15321_10_57_26.257,IL04,4.1,322.634,0.0944555,498.9343466,0.062725165,74.38812664,0.011337398,3.27148,7.27539,BAD,-31.7685,-71.7005,31.85,-30.6997,-70.9223,32.2353,211.834,57:26.3,57:48.6,58:06.1,YES,10.50133
15321_10_57_26.257,IL06,4.1,577.268,0.0665309,499.59,0.086614952,137.55,0.02694406,2.34375,18.2129,BAD,-31.7685,-71.7005,31.85,-30.405,-70.5666,35.8842,215.302,57:26.3,57:55.5,58:17.4,NO,10.55924
15321_10_57_26.257,IL08,4.1,802.961,0.0284088,794.7196288,0.030477317,200.3029772,0.00732247,8.25195,13.1836,BAD,-31.7685,-71.7005,31.85,-31.1513,-70.8285,50.6808,230.228,57:26.3,57:43.8,57:56.8,YES,10.36343
15321_10_57_26.257,IL11,4.1,89.8975,0.0911923,90.32,0.090986878,4.48,0.003708845,4.24805,19.9707,GOOD,-31.7685,-71.7005,31.85,-31.608,-71.5259,42.9661,222.875,57:26.3,57:32.5,57:37.2,NO,11.77197
15321_10_57_26.257,IL13,4.1,-2717.75,-0.00513005,-912.9969015,0.005617966,2762.360989,0.014831042,4.24805,16.9434,BAD,-31.7685,-71.7005,31.85,-31.363,-71.25,43.6851,223.45,57:26.3,57:37.4,57:45.3,YES,10.72985
15321_10_57_26.257,IL19,4.1,285.009,0.0808577,289.61,0.084257454,61.53,0.016856056,7.32422,13.1348,BAD,-31.7685,-71.7005,31.85,-30.9506,-71.052,34.3989,214.063,57:26.3,57:44.9,57:58.0,NO,10.26497
15321_13_16_27.215,IL04,4.7,669.664,0.0203545,716.5315015,0.022023663,262.5091813,0.009024556,14.9902,18.9941,BAD,-30.7206,-71.3465,53.125,-30.6997,-70.9223,86.8505,266.635,16:27.2,16:37.5,16:45.3,YES,14.1741
15321_13_16_27.215,IL06,4.7,537.752,0.0368261,552.9838592,0.036242149,61.80662166,0.003886699,8.44727,19.9707,GOOD,-30.7206,-71.3465,53.125,-30.405,-70.5666,65.1391,244.745,16:27.2,16:42.1,16:53.4,YES,11.70415
15321_13_16_27.215,IL08,4.7,202.542,0.0863987,211.9243471,0.082992875,15.33865294,0.005800498,10.8398,19.9707,GOOD,-30.7206,-71.3465,53.125,-31.1513,-70.8285,134.107,313.842,16:27.2,16:40.4,16:50.4,YES,13.41146
15321_13_16_27.215,IL09,4.7,443.254,0.0493275,457.3326264,0.047942762,23.36085455,0.002625289,8.20312,18.5059,GOOD,-30.7206,-71.3465,53.125,-30.0378,-70.6979,39.6361,219.31,16:27.2,16:44.1,16:56.6,YES,12.83681
15321_13_16_27.215,IL11,4.7,179.493,0.124315,202.59,0.114515044,43.19,0.018473793,4.10156,12.8418,BAD,-30.7206,-71.3465,53.125,-31.608,-71.5259,189.818,9.91059,16:27.2,16:44.2,16:56.9,NO,11.26372
15321_13_16_27.215,IL01,4.7,-2131.87,-0.0066985,-1671.288862,-0.026201813,924.4485422,0.03817079,4.15039,19.9707,BAD,-30.7206,-71.3465,53.125,-31.2569,-71.5899,201.291,21.4161,16:27.2,16:38.5,16:46.6,YES,12.40574
15321_13_16_27.215,IL13,4.7,256.107,0.0662964,229.1572986,0.074790701,21.6948184,0.007440809,14.3066,19.9707,BAD,-30.7206,-71.3465,53.125,-31.363,-71.25,172.654,352.605,16:27.2,16:40.9,16:50.5,YES,11.22718
15321_13_16_27.215,IL19,4.7,-181.135,-0.0729896,-174.9710235,-0.075627706,5.209990495,0.002244277,14.9902,19.9707,BAD,-30.7206,-71.3465,53.125,-30.9506,-71.052,132.23,312.08,16:27.2,16:37.1,16:44.7,YES,14.21619
15321_9_1_47.188,IL04,4.1,546.121,0.0705366,574.85,0.067791894,60.44,0.006029024,3.95508,19.7266,GOOD,-32.1335,-71.9349,37.2375,-30.6997,-70.9223,31.4665,210.941,01:47.2,02:16.5,02:38.5,NO,8.17157
15321_9_1_47.188,IL06,4.1,926.081,0.0532633,962.4315617,0.051510309,70.54979277,0.003540603,2.14844,18.7012,GOOD,-32.1335,-71.9349,37.2375,-30.405,-70.5666,34.569,213.862,01:47.2,02:22.3,02:50.8,YES,8.171163
15321_9_1_47.188,IL08,4.1,358.751,0.0848353,346.46,0.089067295,39.59,0.008458039,7.91016,19.9707,GOOD,-32.1335,-71.9349,37.2375,-31.1513,-70.8285,44.2304,223.653,01:47.2,02:11.3,02:28.5,NO,9.186589
15321_9_1_47.188,IL11,4.1,149.51,0.102048,154.2657784,0.09976982,14.37992839,0.009378929,5.66406,19.9707,GOOD,-32.1335,-71.9349,37.2375,-31.608,-71.5259,33.6953,213.48,01:47.2,01:59.6,02:08.2,YES,9.994887
15321_9_1_47.188,IL13,4.1,371.966,0.0592855,371.3648219,0.059742075,29.34788123,0.004575738,9.32617,19.9707,GOOD,-32.1335,-71.9349,37.2375,-31.363,-71.25,37.3987,217.04,01:47.2,02:04.9,02:17.4,YES,8.835797
15321_9_1_47.188,IL19,4.1,393.305,0.0809048,408.7630964,0.079118787,51.79458898,0.010208927,6.34766,19.9707,GOOD,-32.1335,-71.9349,37.2375,-30.9506,-71.052,32.8176,212.358,01:47.2,02:11.9,02:30.0,YES,7.622139
15322_20_47_50.001,IL03,4.1,229.888,0.0601426,242.7369789,0.058160087,32.66498555,0.009097964,6.25,19.9707,GOOD,-30.4473,-71.7085,33.4375,-30.2339,-71.0752,68.9268,248.608,47:50.0,48:01.7,48:09.5,YES,10.40492
15322_20_47_50.001,IL04,4.1,430.708,0.0394379,446.7353516,0.039402341,86.38889377,0.007338555,3.22266,19.0918,BAD,-30.4473,-71.7085,33.4375,-30.6997,-70.9223,110.554,290.156,47:50.0,48:03.8,48:13.4,YES,9.361141
15322_20_47_50.001,IL05,4.1,668.6,0.0599124,688.161538,0.06147725,170.7810743,0.013546448,1.95312,16.7969,BAD,-30.4473,-71.7085,33.4375,-31.9391,-70.611,147.97,327.404,47:50.0,48:20.3,48:43.3,YES,8.664533
15322_20_47_50.001,IL06,4.1,255.422,0.0914162,323.36,0.075679317,65.21,0.01427679,6.93359,11.7676,BAD,-30.4473,-71.7085,33.4375,-30.405,-70.5666,87.8425,267.267,47:50.0,48:07.9,48:21.2,NO,8.912709
15322_20_47_50.001,IL08,4.1,279.654,0.086164,294.3616734,0.083773313,44.86239343,0.012725703,7.56836,19.9707,BAD,-30.4473,-71.7085,33.4375,-31.1513,-70.8285,133.048,312.6,47:50.0,48:08.9,48:22.6,YES,8.849438
15322_20_47_50.001,IL09,4.1,522.317,0.0452513,520.5793989,0.045518883,26.16121941,0.002324926,7.66602,19.9707,GOOD,-30.4473,-71.7085,33.4375,-30.0378,-70.6979,65.2332,244.727,47:50.0,48:07.6,48:21.1,YES,8.700395
15322_20_47_50.001,IL01,4.1,201.402,0.0438565,217.8,0.042635504,46.88,0.008563635,11.6211,19.9707,BAD,-30.4473,-71.7085,33.4375,-31.2569,-71.5899,172.824,352.764,47:50.0,47:57.2,48:02.2,NO,11.07423
15322_20_47_50.001,IL13,4.1,1153.33,0.0202401,1254.500601,0.01897093,171.6082611,0.002709036,2.63672,19.9707,GOOD,-30.4473,-71.7085,33.4375,-31.363,-71.25,156.762,336.528,47:50.0,48:08.6,48:21.8,YES,7.679306
15322_20_47_50.001,IL15,4.1,927.353,0.037413,977.1582367,0.036287514,153.0225307,0.005056591,2.83203,19.8242,BAD,-30.4473,-71.7085,33.4375,-31.781,-70.9496,154.109,333.719,47:50.0,48:16.4,48:36.2,YES,7.807957
15322_20_47_50.001,IL16,4.1,1051.26,0.0445179,1018.028408,0.059399818,503.1546499,0.037002883,5.37109,10.3516,BAD,-30.4473,-71.7085,33.4375,-32.384,-71.3626,171.38,351.2,47:50.0,48:21.8,48:49.0,YES,6.53148
15322_20_47_50.001,IL19,4.1,280.234,0.0637776,285.8511332,0.063685452,38.48957114,0.00871363,5.76172,19.9707,GOOD,-30.4473,-71.7085,33.4375,-30.9506,-71.052,131.745,311.412,47:50.0,48:04.3,48:14.4,YES,9.410473
15322_22_52_34.507,IL02,4,347.448,0.0717707,349.2928,0.07196333,32.53100911,0.006161844,2.83203,19.9707,GOOD,-31.4486,-71.8766,33.15,-30.5631,-71.1794,34.325,213.968,52:34.5,52:53.8,53:08.0,YES,8.595353
15322_22_52_34.507,IL03,4,1059.65,0.0294334,1072.165345,0.031829078,342.8373241,0.009065019,2.00195,19.9707,BAD,-31.4486,-71.8766,33.15,-30.2339,-71.0752,29.8556,209.447,52:34.5,52:58.9,53:16.6,YES,7.021023
15322_22_52_34.507,IL05,4,558.563,0.0487497,543.6417167,0.05045448,46.96632439,0.004270572,2.83203,19.9707,GOOD,-31.4486,-71.8766,33.15,-31.9391,-70.611,114.711,294.049,52:34.5,52:55.7,53:11.3,YES,8.899223
15322_22_52_34.507,IL06,4,774.646,0.0471541,777.51,0.04731461,67.39,0.003220814,5.07812,19.873,GOOD,-31.4486,-71.8766,33.15,-30.405,-70.5666,47.5951,226.925,52:34.5,53:01.4,53:22.4,NO,8.395171
15322_22_52_34.507,IL09,4,1312.83,0.0304535,1227.916759,0.034666402,341.1846466,0.007823296,4.05273,19.9707,BAD,-31.4486,-71.8766,33.15,-30.0378,-70.6979,36.1153,215.516,52:34.5,53:04.5,53:27.4,YES,7.656015
15322_22_52_34.507,IL11,4,88.7847,0.104527,77.51,0.134261429,21.84,0.042803664,6.44531,11.8652,BAD,-31.4486,-71.8766,33.15,-31.608,-71.5259,118.036,297.853,52:34.5,52:42.4,52:47.6,NO,10.59679
15322_22_52_34.507,IL13,4,5533.88,0.00225088,-146.7325139,0.006534431,1169.495215,0.030957419,14.8926,18.8965,BAD,-31.4486,-71.8766,33.15,-31.363,-71.25,81.106,260.781,52:34.5,52:45.5,52:52.4,YES,8.142538
15322_22_52_34.507,IL15,4,931.497,0.0211466,955.8846872,0.022601222,311.0571254,0.006539819,2.53906,19.9707,BAD,-31.4486,-71.8766,33.15,-31.781,-70.9496,112.976,292.492,52:34.5,52:50.4,53:01.6,YES,7.911894
15322_22_52_34.507,IL19,4,428.121,0.048687,423.6439348,0.049404805,27.28961647,0.003170782,9.52148,19.7754,GOOD,-31.4486,-71.8766,33.15,-30.9506,-71.052,55.1194,234.694,52:34.5,52:50.7,53:02.5,YES,8.074283
15322_22_52_34.507,IL20,4,592.933,0.0291031,611.47,0.028607801,71.23,0.002861101,4.63867,19.9707,GOOD,-31.4486,-71.8766,33.15,-31.9176,-71.2153,129.847,309.501,52:34.5,52:48.5,52:58.2,NO,9.176319
15322_22_52_34.507,IL17,4,138.958,0.127726,180.57,0.107357338,54.65,0.026731186,3.66211,11.7676,BAD,-31.4486,-71.8766,33.15,-32.1264,-71.508,155.185,334.991,52:34.5,52:48.5,52:58.5,NO,8.592022
15323_14_31_13.121,IL02,4.9,287.303,0.0893189,290.9367003,0.089365291,33.45414888,0.010210893,8.10547,19.9707,GOOD,-31.3863,-72.0944,43.1,-30.5631,-71.1794,44.0001,223.531,31:13.1,31:33.7,31:48.2,YES,10.19825
15323_14_31_13.121,IL03,4.9,461.217,0.0688535,400.91,0.090707332,136.78,0.031554814,6.39648,19.9707,BAD,-31.3863,-72.0944,43.1,-30.2339,-71.0752,37.6172,217.098,31:13.1,31:38.3,31:56.3,NO,10.1518
15323_14_31_13.121,IL04,4.9,539.856,0.0523978,537.1374447,0.052809485,27.6818633,0.00284407,3.27148,19.9707,GOOD,-31.3863,-72.0944,43.1,-30.6997,-70.9223,56.0744,235.473,31:13.1,31:35.1,31:51.2,YES,11.5791
15323_14_31_13.121,IL05,4.9,427.209,0.0724159,420.7705479,0.073671475,19.01533483,0.003269328,2.88086,19.9707,GOOD,-31.3863,-72.0944,43.1,-31.9391,-70.611,113.929,293.154,31:13.1,31:37.6,31:55.3,YES,10.81978
15323_14_31_13.121,IL06,4.9,596.02,0.0617119,598.96,0.061603252,33.06,0.002892494,4.6875,19.9707,GOOD,-31.3863,-72.0944,43.1,-30.405,-70.5666,53.7137,232.933,31:13.1,31:41.3,32:02.2,NO,10.18873
15323_14_31_13.121,IL08,4.9,426.629,0.0598239,401.05,0.066910364,84.79,0.015053999,6.25,15.1367,BAD,-31.3863,-72.0944,43.1,-31.1513,-70.8285,78.135,257.481,31:13.1,31:33.6,31:48.0,NO,11.89712
15323_14_31_13.121,IL09,4.9,683.751,0.0580305,715.32,0.057902485,132.26,0.010988269,8.1543,19.9707,BAD,-31.3863,-72.0944,43.1,-30.0378,-70.6979,42.1771,221.467,31:13.1,31:43.2,32:05.8,NO,9.845109
15323_14_31_13.121,IL11,4.9,155.526,0.0908308,159.19,0.089444161,13.99,0.006627341,4.39453,17.7246,GOOD,-31.3863,-72.0944,43.1,-31.608,-71.5259,114.621,294.326,31:13.1,31:24.2,31:32.2,NO,11.43
15323_14_31_13.121,IL01,4.9,577.877,0.0467311,592.1955457,0.04806442,131.5342616,0.011565218,3.66211,19.9707,BAD,-31.3863,-72.0944,43.1,-31.2569,-71.5899,73.4979,253.237,31:13.1,31:34.8,31:50.1,YES,10.28907
